,carat,cut,color,clarity,depth,table,price,x,y,z
2364,0.72,Ideal,D,VS2,62.7,56.0,3219,5.71,5.78,3.6
2365,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56
2366,0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83
2367,0.75,Very Good,F,VS1,60.9,59.0,3220,5.83,5.87,3.56
2368,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59
2369,0.71,Ideal,D,VS2,61.4,57.0,3222,5.73,5.77,3.53
2370,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16
2371,0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54
2372,0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68
2373,1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0
2374,0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87
2375,0.68,Good,G,VVS1,61.9,55.0,3225,5.63,5.68,3.5
2376,0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77
2377,0.74,Very Good,F,VS1,61.7,57.0,3226,5.79,5.85,3.59
2378,0.73,Very Good,E,VS1,62.3,58.0,3226,5.72,5.74,3.57
2379,0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59
2380,0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
2381,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95
2382,0.72,Ideal,F,VS2,61.1,56.0,3226,5.92,5.8,3.55
2383,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
2384,0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41
2385,0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56
2386,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46
2387,0.7,Ideal,D,VS1,62.9,57.0,3229,5.67,5.61,3.55
2388,0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51
2389,0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54
2390,0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9
2391,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9
2392,0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6
2393,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
2394,0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66
2395,0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67
2396,0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65
2397,0.9,Very Good,J,VS1,62.3,56.0,3231,6.19,6.23,3.87
2398,0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52
2399,0.83,Ideal,E,SI1,62.7,57.0,3231,5.96,6.01,3.75
2400,0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33
2401,1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95
2402,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56
2403,1.05,Very Good,E,I1,62.2,61.0,3234,6.48,6.51,4.04
2404,0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47
2405,0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54
2406,0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41
2407,1.05,Ideal,H,SI2,60.6,57.0,3234,6.59,6.55,3.98
2408,0.7,Premium,G,VVS1,62.8,58.0,3234,5.68,5.62,3.55
2409,0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
2410,0.7,Very Good,G,VVS2,60.0,60.0,3235,5.78,5.85,3.49
2411,0.8,Very Good,H,VS2,63.1,57.0,3235,5.87,5.92,3.72
2412,0.73,Ideal,E,VS1,62.5,57.0,3235,5.73,5.76,3.59
2413,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57
2414,0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57
2415,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55
2416,0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92
2417,0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72
2418,0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55
2419,0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63
2420,0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85
2421,0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54
2422,0.71,Ideal,E,VS1,60.4,56.0,3238,5.8,5.85,3.52
2423,0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56
2424,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
2425,0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48
2426,0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52
2427,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56
2428,0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81
2429,0.77,Very Good,G,VS1,62.3,58.0,3240,5.82,5.86,3.64
2430,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55
2431,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66
2432,0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52
2433,0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84
2434,0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61
2435,0.81,Very Good,E,SI1,61.9,58.0,3243,5.92,5.97,3.68
2436,0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49
2437,0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58
2438,0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91
2439,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56
2440,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74
2441,0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87
2442,0.9,Premium,G,SI2,62.1,58.0,3246,6.13,6.08,3.79
2443,0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9
2444,0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85
2445,0.9,Very Good,G,SI2,63.4,59.0,3246,6.08,6.04,3.84
2446,0.9,Premium,G,SI2,61.1,58.0,3246,6.22,6.18,3.79
2447,1.03,Fair,J,SI2,56.2,62.0,3246,6.73,6.69,3.77
2448,0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93
2449,0.31,Ideal,G,VS2,62.2,54.0,562,4.38,4.4,2.73
2450,0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71
2451,0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67
2452,0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68
2453,0.31,Ideal,G,VS2,62.2,53.0,562,4.37,4.38,2.72
2454,0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7
2455,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68
2456,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88
2457,0.29,Very Good,F,VVS1,61.5,56.0,563,4.26,4.3,2.63
2458,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81
2459,0.31,Ideal,G,SI1,61.6,55.0,563,4.34,4.37,2.68
2460,0.25,Fair,D,VS1,61.2,55.0,563,4.09,4.11,2.51
2461,0.32,Ideal,G,VS2,61.8,55.0,564,4.4,4.43,2.73
2462,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
2463,0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72
2464,0.3,Ideal,E,SI1,61.9,57.0,564,4.29,4.32,2.66
2465,0.3,Ideal,E,SI1,62.3,57.0,564,4.28,4.32,2.68
2466,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71
2467,0.26,Good,D,VVS2,63.6,56.0,564,4.06,4.09,2.59
2468,0.26,Ideal,E,VVS2,62.5,55.0,564,4.07,4.09,2.55
2469,0.26,Very Good,E,VVS2,58.9,61.0,564,4.16,4.19,2.46
2470,0.26,Very Good,E,VVS2,60.8,61.0,564,4.12,4.13,2.51
2471,0.26,Good,F,VVS1,63.3,57.0,564,4.05,4.07,2.57
2472,0.36,Ideal,G,SI2,61.8,56.0,565,4.58,4.61,2.84
2473,0.34,Ideal,E,SI1,61.9,55.0,565,4.51,4.53,2.8
2474,0.34,Ideal,E,SI1,62.6,55.0,565,4.46,4.49,2.8
2475,0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69
2476,0.31,Ideal,D,SI1,61.7,55.0,565,4.37,4.41,2.71
2477,0.9,Good,G,SI2,64.1,63.0,3246,6.02,5.99,3.85
2478,0.9,Premium,I,VS2,62.8,61.0,3246,6.12,6.02,3.81
2479,0.91,Ideal,F,SI2,61.1,55.0,3246,6.24,6.19,3.8
2480,0.7,Very Good,F,VVS2,62.5,58.0,3247,5.63,5.67,3.53
2481,0.7,Very Good,D,VS1,62.8,59.0,3247,5.63,5.68,3.55
2482,0.7,Ideal,G,VVS1,62.6,57.0,3247,5.65,5.7,3.55
2483,0.71,Ideal,E,VS2,62.0,55.0,3247,5.7,5.75,3.55
2484,0.71,Ideal,E,VS2,62.5,55.0,3247,5.67,5.73,3.56
2485,0.52,Ideal,D,VVS1,62.0,57.0,3247,5.17,5.15,3.2
2486,0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66
2487,0.61,Ideal,F,VVS2,61.1,57.0,3248,5.47,5.49,3.34
2488,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45
2489,0.7,Ideal,E,VS1,62.1,55.0,3248,5.72,5.77,3.57
2490,1.0,Fair,H,SI2,66.5,62.0,3248,6.19,6.1,4.09
2491,0.83,Very Good,H,VS2,61.7,59.0,3249,5.95,6.02,3.69
2492,0.76,Ideal,E,VS2,61.5,56.0,3249,5.89,5.92,3.63
2493,0.76,Good,E,VS2,63.2,56.0,3249,5.82,5.86,3.69
2494,0.73,Ideal,F,SI1,61.7,55.0,3249,5.79,5.82,3.58
2495,0.81,Good,G,VS2,62.9,58.0,3250,5.88,5.94,3.72
2496,0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
2497,0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
2498,0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83
2499,0.72,Premium,F,VVS2,61.1,58.0,3250,5.78,5.84,3.55
2500,0.83,Good,E,SI1,63.7,59.0,3250,5.95,5.89,3.77
2501,0.9,Fair,G,SI1,65.2,59.0,3250,6.05,6.01,3.93
2502,0.9,Good,G,SI1,64.2,58.0,3250,6.04,6.01,3.87
2503,0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9
2504,0.9,Very Good,I,SI1,63.3,59.0,3251,6.14,6.05,3.86
2505,0.71,Ideal,G,VS1,61.0,56.0,3251,5.77,5.8,3.53
2506,0.8,Ideal,E,SI2,60.9,57.0,3251,6.0,6.03,3.66
2507,0.82,Ideal,F,SI1,62.6,56.0,3251,5.95,5.99,3.74
2508,0.9,Ideal,I,SI1,62.3,56.0,3251,6.18,6.12,3.83
2509,0.9,Ideal,I,SI1,60.8,57.0,3251,6.25,6.22,3.79
2510,0.9,Premium,I,SI1,61.8,58.0,3251,6.21,6.19,3.83
2511,0.77,Ideal,D,SI1,60.8,57.0,3251,5.94,5.9,3.6
2512,0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56
2513,0.7,Very Good,F,VVS1,63.3,56.0,3252,5.7,5.64,3.59
2514,0.7,Ideal,G,VS2,61.9,56.0,3253,5.68,5.7,3.52
2515,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52
2516,0.7,Ideal,G,VS2,61.6,57.0,3253,5.7,5.73,3.53
2517,0.77,Ideal,G,SI1,61.5,56.0,3253,5.89,5.92,3.63
2518,0.9,Good,G,SI2,61.8,56.0,3253,6.11,6.16,3.79
2519,0.78,Good,D,SI1,60.1,61.0,3253,5.92,5.89,3.55
2520,0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74
2521,0.74,Ideal,H,VS1,61.0,55.0,3254,5.86,5.88,3.58
2522,0.74,Ideal,H,VS1,62.1,55.0,3254,5.82,5.84,3.62
2523,0.9,Very Good,H,SI2,64.1,59.0,3255,5.97,6.07,3.86
2524,0.9,Ideal,J,VS2,62.5,57.0,3255,6.16,6.26,3.88
2525,0.73,Ideal,D,VS2,61.9,56.0,3255,5.76,5.81,3.58
2526,0.9,Very Good,G,SI2,62.2,60.0,3256,6.09,6.2,3.82
2527,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85
2528,0.79,Ideal,E,SI1,61.9,55.0,3256,5.97,5.89,3.67
2529,0.72,Ideal,H,IF,61.4,56.0,3257,5.76,5.8,3.55
2530,0.91,Very Good,J,VS2,61.0,58.0,3258,6.22,6.3,3.82
2531,0.93,Fair,I,VS2,64.7,58.0,3258,6.09,6.06,3.93
2532,0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
2533,1.0,Good,F,SI2,59.4,64.0,3259,6.52,6.48,3.86
2534,0.75,Very Good,E,SI1,59.2,59.0,3260,5.93,5.97,3.52
2535,0.77,Premium,E,VS1,60.8,56.0,3260,5.95,5.9,3.6
2536,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59
2537,0.7,Ideal,F,VS1,61.5,55.0,3261,5.73,5.75,3.53
2538,1.04,Good,H,I1,63.9,58.0,3261,6.42,6.35,4.08
2539,1.04,Premium,H,I1,61.6,61.0,3261,6.47,6.45,3.98
2540,0.9,Very Good,D,SI2,59.0,61.0,3262,6.28,6.32,3.72
2541,0.71,Ideal,D,SI1,60.9,57.0,3262,5.75,5.79,3.51
2542,0.91,Premium,G,SI1,62.5,56.0,3262,6.3,6.18,3.9
2543,0.75,Ideal,E,VS2,62.4,57.0,3263,5.76,5.81,3.61
2544,1.11,Premium,H,I1,61.0,59.0,3263,6.67,6.61,4.05
2545,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
2546,0.88,Ideal,I,SI1,62.4,55.0,3264,6.12,6.16,3.83
2547,0.72,Ideal,F,VS1,61.1,56.0,3265,5.76,5.79,3.53
2548,0.7,Very Good,F,VS1,62.8,56.0,3265,5.64,5.66,3.55
2549,1.0,Good,F,SI2,63.6,62.0,3265,6.25,6.2,3.96
2550,0.7,Ideal,F,VS1,60.7,58.0,3265,5.72,5.75,3.48
2551,0.84,Ideal,D,SI1,61.5,54.0,3265,6.07,6.13,3.75
2552,1.0,Fair,I,VS2,65.7,58.0,3265,6.25,6.2,4.09
2553,1.0,Very Good,I,VS2,63.2,58.0,3265,6.43,6.32,4.03
2554,1.0,Good,J,VVS2,63.7,57.0,3265,6.34,6.31,4.03
2555,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
2556,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
2557,0.93,Ideal,F,SI2,62.0,57.0,3266,6.31,6.28,3.9
2558,0.81,Premium,H,VVS2,62.8,58.0,3266,5.92,5.89,3.71
2559,0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7
2560,1.12,Premium,J,SI2,60.7,61.0,3266,6.71,6.64,4.05
2561,0.81,Premium,G,VS1,62.3,56.0,3266,5.95,5.89,3.69
2562,0.9,Good,F,SI2,64.3,57.0,3267,6.06,6.16,3.93
2563,0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88
2564,0.9,Good,F,SI2,63.2,57.0,3267,6.09,6.15,3.87
2565,0.9,Good,F,SI2,61.9,62.0,3267,6.07,6.12,3.77
2566,0.91,Ideal,J,VS1,60.7,57.0,3267,6.23,6.26,3.79
2567,0.7,Good,D,VVS2,63.3,54.0,3267,5.6,5.64,3.56
2568,0.78,Very Good,F,SI1,62.4,55.0,3267,5.85,5.89,3.66
2569,0.78,Ideal,G,SI1,62.2,55.0,3267,5.87,5.9,3.66
2570,0.75,Very Good,F,VS1,57.9,62.0,3268,5.96,6.0,3.46
2571,0.7,Ideal,E,VS2,62.6,55.0,3268,5.66,5.68,3.55
2572,0.96,Premium,J,SI1,60.3,59.0,3269,6.4,6.36,3.85
2573,0.9,Good,G,SI2,58.4,55.0,3269,6.34,6.39,3.72
2574,0.7,Very Good,F,VVS1,59.3,62.0,3270,5.74,5.77,3.41
2575,0.75,Very Good,F,VS1,62.3,57.0,3270,5.83,5.88,3.65
2576,0.81,Premium,E,SI1,60.8,59.0,3270,5.95,5.99,3.63
2577,0.56,Ideal,D,VVS1,61.8,56.0,3270,5.28,5.31,3.27
2578,0.73,Ideal,G,VS1,61.5,56.0,3270,5.8,5.77,3.56
2579,0.73,Ideal,E,VS2,62.2,56.0,3270,5.78,5.76,3.59
2580,0.79,Ideal,D,SI1,61.3,54.0,3270,6.01,5.96,3.67
2581,1.1,Premium,I,SI2,59.3,62.0,3271,6.75,6.7,3.99
2582,0.67,Ideal,G,IF,61.6,55.0,3271,5.61,5.65,3.47
2583,0.71,Ideal,E,VS1,59.7,57.0,3272,5.84,5.86,3.49
2584,0.8,Very Good,H,VS1,60.9,57.0,3273,5.98,6.02,3.65
2585,0.73,Ideal,G,VS1,60.2,56.0,3273,5.86,5.9,3.54
2586,0.8,Good,E,VS2,63.4,56.0,3273,5.88,5.92,3.74
2587,0.8,Good,E,VS2,64.5,56.0,3273,5.8,5.86,3.76
2588,0.9,Very Good,I,SI1,61.7,58.0,3274,6.17,6.21,3.82
2589,0.9,Good,E,SI1,62.2,65.0,3274,6.13,6.08,3.8
2590,0.72,Ideal,H,VS1,60.7,55.0,3274,5.83,5.85,3.54
2591,0.72,Ideal,H,VS1,61.5,55.0,3274,5.77,5.85,3.56
2592,0.72,Ideal,H,VS1,61.6,56.0,3274,5.76,5.79,3.55
2593,0.7,Very Good,F,VVS2,61.6,63.0,3275,5.65,5.69,3.49
2594,0.95,Ideal,J,SI1,63.0,56.0,3275,6.32,6.26,3.96
2595,0.73,Ideal,E,VS2,61.9,55.0,3275,5.76,5.8,3.57
2596,0.72,Ideal,D,VS2,60.5,57.0,3275,5.81,5.83,3.52
2597,0.72,Ideal,E,VS1,62.6,55.0,3275,5.7,5.73,3.58
2598,1.01,Very Good,G,SI2,63.2,58.0,3275,6.42,6.35,4.04
2599,0.7,Very Good,G,VVS1,62.8,56.0,3276,5.63,5.67,3.55
2600,0.83,Very Good,H,VS2,59.4,59.0,3276,6.08,6.11,3.62
2601,1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88
2602,0.9,Premium,I,SI1,59.6,60.0,3276,6.37,6.24,3.76
2603,1.0,Very Good,I,SI2,62.4,63.0,3276,6.44,6.35,3.99
2604,0.9,Fair,E,VS1,67.6,56.0,3276,5.94,5.9,4.0
2605,0.78,Ideal,E,VS2,62.0,55.0,3276,5.95,5.89,3.67
2606,1.0,Ideal,I,SI2,62.5,56.0,3276,6.38,6.35,3.98
2607,1.25,Ideal,E,I1,60.9,56.0,3276,6.95,6.91,4.22
2608,0.7,Good,E,VS1,61.3,62.0,3277,5.64,5.72,3.48
2609,0.92,Good,D,SI2,57.8,63.0,3277,6.4,6.36,3.69
2610,0.7,Ideal,D,VS1,61.1,57.0,3278,5.73,5.75,3.51
2611,1.18,Very Good,E,I1,59.9,63.0,3278,6.85,6.8,4.09
2612,0.91,Fair,H,SI1,65.3,62.0,3278,6.11,6.01,3.96
2613,0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77
2614,1.01,Fair,I,SI1,65.5,58.0,3280,6.28,6.24,4.1
2615,0.71,Very Good,G,VVS2,62.8,58.0,3281,5.69,5.75,3.59
2616,0.71,Ideal,F,VS1,62.3,55.0,3281,5.74,5.76,3.58
2617,0.93,Ideal,J,VS1,62.3,56.0,3281,6.26,6.22,3.89
2618,0.82,Very Good,E,SI1,63.1,58.0,3282,5.95,6.0,3.77
2619,0.9,Good,H,SI1,66.1,57.0,3282,5.94,5.99,3.94
2620,0.9,Fair,H,SI1,61.4,61.0,3282,6.08,6.14,3.75
2621,0.91,Premium,I,VS2,63.0,58.0,3282,6.15,6.07,3.85
2622,0.91,Very Good,G,SI2,63.2,61.0,3282,6.27,6.01,3.88
2623,0.92,Fair,F,SI2,65.3,58.0,3282,6.08,6.04,3.96
2624,0.92,Good,F,SI2,64.2,58.0,3282,6.14,6.11,3.93
2625,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9
2626,0.91,Very Good,G,SI2,63.3,57.0,3282,6.12,6.08,3.86
2627,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
2628,0.92,Premium,F,SI2,58.1,58.0,3282,6.46,6.41,3.74
2629,0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75
2630,0.8,Very Good,F,VS2,63.3,59.8,3283,5.79,5.83,3.68
2631,0.84,Ideal,I,VS1,62.3,59.0,3283,5.99,6.04,3.75
2632,0.72,Ideal,E,VS1,62.6,57.0,3283,5.69,5.72,3.57
2633,0.72,Ideal,E,VS1,61.9,55.0,3283,5.74,5.77,3.56
2634,0.72,Ideal,H,IF,62.1,58.0,3283,5.72,5.75,3.56
2635,0.8,Good,G,VS1,63.2,60.1,3283,5.77,5.85,3.67
2636,0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
2637,0.71,Ideal,F,VS1,60.4,57.0,3284,5.78,5.81,3.5
2638,0.86,Ideal,D,SI2,60.2,56.0,3284,6.16,6.19,3.72
2639,0.89,Good,E,SI2,61.6,60.9,3284,6.13,6.24,3.82
2640,0.74,Premium,E,VS2,62.7,58.0,3285,5.72,5.77,3.6
2641,0.8,Premium,F,VS2,62.4,59.0,3285,5.92,5.85,3.67
2642,0.8,Premium,F,VS2,59.7,58.0,3285,6.02,5.97,3.58
2643,1.04,Good,J,VS2,58.2,64.0,3285,6.64,6.53,3.85
2644,0.91,Good,G,SI1,64.3,60.0,3286,6.12,6.04,3.91
2645,0.91,Very Good,G,SI2,62.1,55.0,3287,6.16,6.21,3.84
2646,0.74,Ideal,H,VVS1,62.5,55.0,3287,5.76,5.79,3.61
2647,0.7,Ideal,D,VS1,62.5,57.0,3287,5.64,5.68,3.54
2648,0.7,Ideal,D,VS1,62.6,58.0,3287,5.64,5.67,3.54
2649,0.91,Good,I,VS2,64.2,55.0,3287,6.13,6.09,3.92
2650,1.03,Premium,I,SI1,58.4,60.0,3288,6.6,6.58,3.85
2651,1.01,Very Good,G,I1,62.4,59.0,3288,6.35,6.41,3.98
2652,1.03,Very Good,H,SI2,63.1,56.0,3288,6.43,6.38,4.04
2653,0.91,Very Good,J,VS2,61.6,59.0,3290,6.13,6.25,3.81
2654,0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87
2655,0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68
2656,0.71,Ideal,H,IF,61.1,56.0,3290,5.74,5.78,3.52
2657,0.71,Ideal,H,IF,61.6,55.0,3290,5.75,5.78,3.55
2658,1.02,Fair,I,SI2,66.2,57.0,3290,6.34,6.26,4.17
2659,0.77,Premium,E,VS2,60.5,59.0,3291,5.92,5.98,3.6
2660,0.77,Good,E,VS2,63.4,57.0,3291,5.8,5.84,3.69
2661,0.77,Premium,D,VS2,61.8,58.0,3291,5.84,5.81,3.6
2662,0.9,Premium,I,VS2,63.0,59.0,3292,6.1,6.06,3.83
2663,0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81
2664,0.86,Very Good,G,SI1,62.9,55.0,3293,6.04,6.08,3.81
2665,1.0,Very Good,J,SI2,62.8,63.0,3293,6.26,6.19,3.19
2666,0.8,Very Good,E,SI1,63.1,57.0,3293,5.94,5.86,3.72
2667,1.0,Very Good,J,SI2,63.2,62.0,3293,6.32,6.27,3.98
2668,0.8,Ideal,F,SI1,60.1,60.0,3293,5.98,6.03,3.61
2669,1.05,Premium,E,I1,62.2,61.0,3293,6.51,6.48,4.04
2670,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57
2671,1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01
2672,0.72,Ideal,F,VS1,61.1,56.0,3294,5.79,5.76,3.53
2673,0.74,Premium,D,VS2,58.0,59.0,3294,6.0,5.93,3.46
2674,0.9,Very Good,H,SI2,62.1,56.0,3295,6.13,6.23,3.84
2675,0.7,Very Good,E,VVS2,60.7,56.0,3295,5.77,5.82,3.52
2676,0.83,Very Good,E,SI1,63.8,54.0,3295,5.96,6.04,3.83
2677,0.72,Ideal,G,VVS2,61.0,56.0,3295,5.8,5.84,3.55
2678,0.82,Premium,E,SI1,62.5,56.0,3295,6.01,5.96,3.74
2679,1.01,Premium,J,VS2,62.4,60.0,3296,6.45,6.35,3.99
2680,0.8,Ideal,H,VS1,62.6,55.0,3296,5.9,5.93,3.7
2681,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37
2682,1.07,Very Good,H,SI2,61.8,63.0,3296,6.57,6.47,4.03
2683,0.91,Ideal,J,VS1,60.7,57.0,3296,6.26,6.23,3.79
2684,1.07,Premium,G,SI2,62.5,59.0,3296,6.5,6.47,4.05
2685,0.8,Ideal,E,SI1,62.0,57.0,3297,5.97,5.94,3.69
2686,0.8,Premium,E,SI1,61.5,58.0,3297,5.97,5.93,3.66
2687,1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91
2688,1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01
2689,0.91,Very Good,D,SI2,62.7,59.0,3298,6.16,6.22,3.88
2690,0.78,Good,D,VS2,64.0,54.0,3298,5.82,5.86,3.74
2691,0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57
2692,0.7,Ideal,I,VS2,61.9,57.0,3298,5.68,5.73,3.53
2693,0.91,Very Good,J,VS2,62.6,55.0,3299,6.17,6.19,3.87
2694,1.01,Very Good,I,SI2,61.5,62.0,3299,6.37,6.41,3.93
2695,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37
2696,0.91,Ideal,J,VS2,61.9,58.0,3299,6.18,6.22,3.84
2697,0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52
2698,0.71,Ideal,G,VS2,61.8,56.0,3299,5.73,5.76,3.55
2699,0.71,Ideal,G,VS2,61.8,56.0,3299,5.72,5.75,3.55
2700,0.71,Ideal,D,VS2,61.5,55.0,3299,5.75,5.79,3.55
2701,1.05,Ideal,G,SI2,59.6,57.0,3299,6.58,6.53,3.91
2702,0.96,Fair,G,SI1,69.7,59.0,3299,6.09,5.9,4.18
2703,1.0,Very Good,E,I1,63.0,57.0,3300,6.32,6.35,3.99
2704,0.7,Premium,F,VVS1,62.4,56.0,3300,5.69,5.63,3.53
2705,0.77,Ideal,G,VS2,61.8,54.0,3300,5.91,5.94,3.66
2706,0.7,Ideal,G,VS1,60.8,56.0,3300,5.73,5.8,3.51
2707,0.9,Very Good,H,SI2,61.7,60.0,3301,6.17,6.24,3.83
